연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도
남자패딩코트,1710.0,9050.0,3.2,19.8,0.2,0.24,15,3
가을자켓,1330.0,11500.0,4.7,37.0,0.37,0.36,15,3
조끼패딩,5020.0,43100.0,19.9,388.5,0.41,0.96,15,3
체크자켓,1580.0,21500.0,2.7,3.3,0.19,0.02,15,3
구스경량패딩,1040.0,15700.0,4.3,126.8,0.42,0.86,15,3
가을점퍼,1160.0,7420.0,4.0,34.4,0.36,0.51,15,3
경량패딩브랜드,880.0,4280.0,8.7,37.5,1.0,0.93,15,3
남성롱패딩,1140.0,6510.0,4.7,24.9,0.42,0.41,15,3
아웃도어패딩,1010.0,5510.0,9.5,47.9,0.97,0.94,15,3
구스롱패딩,830.0,9390.0,2.4,55.8,0.3,0.64,15,3
남자야상,2000.0,8380.0,9.3,47.8,0.49,0.62,15,3
여자패딩조끼,1150.0,10900.0,7.6,71.6,0.67,0.69,15,3
수지패딩,2990.0,31500.0,8.1,188.3,0.28,0.65,13,2
여자경량패딩,2830.0,23600.0,14.3,208.2,0.52,0.93,15,3
경량패딩남자,3300.0,23300.0,27.1,264.4,0.85,1.19,12,2
니트패딩,2150.0,18700.0,2.7,32.0,0.14,0.19,15,3
여성경량패딩조끼,1110.0,8790.0,6.2,35.2,0.58,0.43,15,3
경량조끼,3080.0,21500.0,9.1,115.8,0.31,0.58,15,3
남자경량패딩조끼,1240.0,9900.0,6.9,130.7,0.58,1.4,15,3
여성아우터,1800.0,16600.0,19.7,224.0,1.13,1.43,15,3
몬스터파카,850.0,3590.0,1.4,0.0,0.18,0.0,12,2
K2패딩,16100.0,187500.0,84.8,1960.6,0.55,1.13,15,3
남자조끼패딩,830.0,6560.0,2.5,19.2,0.32,0.32,15,3
K2경량패딩,3120.0,31500.0,12.5,162.9,0.41,0.55,15,3
K2수지패딩,1610.0,25000.0,1.7,121.8,0.12,0.54,11,2
윌슨,6890.0,25000.0,3.2,8.7,0.05,0.04,15,3
K2롱패딩,2910.0,30400.0,7.2,142.3,0.26,0.51,15,3
니트자켓,810.0,8430.0,3.7,12.1,0.48,0.16,15,3
여성점퍼,1730.0,19400.0,12.8,163.5,0.78,0.9,15,3
키즈경량패딩,3030.0,55800.0,8.4,311.8,0.29,0.59,15,3
남자조끼,1600.0,10600.0,5.9,40.3,0.38,0.41,15,3
네파그린란드,930.0,5360.0,1.1,30.0,0.12,0.59,15,3
유니클로울트라라이트다운,880.0,6270.0,2.5,28.9,0.3,0.5,6,2
네파경량패딩,2250.0,21300.0,6.9,48.5,0.32,0.25,15,3
골프패딩,3680.0,25500.0,19.9,199.9,0.56,0.84,15,3
커버낫경량패딩,1080.0,11600.0,1.3,5.7,0.13,0.06,3,3
유니클로패딩조끼,840.0,6770.0,2.4,31.0,0.29,0.49,11,2
크롭자켓,1860.0,24500.0,5.2,33.5,0.3,0.15,15,3
가을코디,1910.0,13700.0,6.3,27.9,0.36,0.23,15,3
축구패딩조끼,900.0,3850.0,9.9,51.9,1.13,1.43,15,3
남성가을점퍼,1050.0,5260.0,7.2,47.1,0.72,0.98,15,3
남성가을자켓,820.0,3650.0,4.3,21.3,0.55,0.64,15,3
남자겨울자켓,1280.0,6570.0,4.7,16.9,0.39,0.28,15,3
남자울자켓,950.0,5510.0,1.9,22.3,0.22,0.44,15,3
남자퀄팅자켓,1380.0,7100.0,2.9,2.0,0.22,0.03,15,3
남성점퍼,2150.0,11400.0,11.6,67.8,0.57,0.64,15,3
바시티자켓,6910.0,58500.0,12.2,11.7,0.19,0.03,15,3
남성아우터,900.0,3820.0,8.9,59.0,1.02,1.63,15,3
야상,4180.0,25000.0,5.1,13.2,0.13,0.06,15,3
조거팬츠,15400.0,141100.0,90.4,1529.5,0.62,1.18,15,3
남자가을옷,1150.0,3300.0,19.6,90.3,1.82,2.99,15,3
양털자켓,2930.0,28600.0,12.7,214.0,0.45,0.8,15,3
여성하프코트,1290.0,11700.0,8.5,55.2,0.68,0.51,15,3
남성가죽자켓,920.0,5010.0,20.3,92.4,2.34,2.05,15,3
남자점퍼,2730.0,15900.0,15.2,74.3,0.59,0.5,15,3
트레이닝셋업,1330.0,9540.0,10.2,131.9,0.8,1.49,15,3
셔츠,4520.0,24400.0,6.6,12.2,0.16,0.06,15,3
남자잠바,1030.0,6060.0,9.9,62.5,1.02,1.1,15,3
여성퀼팅점퍼,870.0,8650.0,2.6,12.4,0.31,0.16,15,3
청자켓,2550.0,22500.0,6.4,21.4,0.27,0.11,15,3
양털점퍼,870.0,8570.0,3.9,32.4,0.47,0.4,15,3
누빔점퍼,2630.0,27300.0,8.0,15.9,0.32,0.07,15,3
네파후리스,2430.0,28200.0,6.3,94.3,0.27,0.36,15,3
긴팔티셔츠,2330.0,17800.0,7.4,44.3,0.34,0.27,15,3
겨울바람막이,1020.0,5680.0,4.5,60.7,0.45,1.14,15,3
블루종,4920.0,26100.0,4.1,1.7,0.09,0.01,15,3
남자조거팬츠,3360.0,24700.0,26.1,239.4,0.81,1.04,15,3
남성자켓,4040.0,19400.0,35.3,130.0,0.92,0.73,15,3
니트집업,3430.0,26600.0,8.3,104.3,0.26,0.43,15,3
롱뽀글이,830.0,8950.0,2.9,45.8,0.36,0.54,15,3
남자자켓,5500.0,32100.0,41.8,226.0,0.81,0.77,15,3
뽀글이조끼,2060.0,23700.0,6.6,65.2,0.33,0.29,15,3
우비,2880.0,13400.0,5.4,94.0,0.2,0.77,15,3
반집업,1840.0,13500.0,2.4,20.5,0.14,0.17,15,3
양털조끼,2840.0,28700.0,9.9,46.0,0.37,0.18,15,3
플리스조끼,1060.0,7240.0,3.5,24.5,0.34,0.37,15,3
뽀글이점퍼,7500.0,82800.0,33.4,942.2,0.46,1.2,15,3
후리스조끼,2450.0,17300.0,9.7,69.5,0.41,0.43,15,3
겨울자켓,2540.0,22000.0,3.4,50.2,0.14,0.25,15,3
여성후리스,1380.0,14700.0,15.5,226.2,1.15,1.65,15,3
여자후리스,900.0,7740.0,6.2,58.3,0.71,0.8,15,3
후리스추천,2270.0,18300.0,11.1,88.4,0.51,0.51,15,3
여자코트,2640.0,17600.0,13.1,30.6,0.52,0.19,15,3
커플후리스,1090.0,6480.0,9.3,106.8,0.87,1.74,15,3
사파리자켓,830.0,5770.0,4.3,42.6,0.56,0.81,15,3
야상점퍼,2410.0,23500.0,13.0,135.0,0.57,0.62,15,3
겨울패션,830.0,4930.0,2.6,8.5,0.33,0.19,15,3
우모바지,1290.0,5320.0,3.5,12.6,0.29,0.26,10,2
블레이저,5540.0,36900.0,2.9,3.7,0.06,0.02,15,3
블레이져,1100.0,5020.0,1.2,0.7,0.12,0.02,15,3
스카잔,1170.0,6230.0,2.3,48.0,0.22,0.84,15,3
싱글코트,980.0,4460.0,0.9,4.0,0.1,0.1,15,3
남성바람막이,1150.0,6680.0,5.7,53.3,0.53,0.87,15,3
퀄팅자켓,4660.0,34600.0,4.3,7.3,0.1,0.03,15,3
체크코트,930.0,10400.0,1.5,10.4,0.17,0.11,15,3
저지,2150.0,8460.0,1.7,0.7,0.09,0.01,15,3
울코트,2970.0,24100.0,10.1,20.8,0.36,0.1,15,3
후리스,44400.0,310400.0,205.8,2328.7,0.48,0.79,15,3
항공점퍼,9870.0,82100.0,53.5,732.3,0.57,0.96,15,3
떡볶이코트,4960.0,45300.0,7.6,181.7,0.16,0.44,15,3
겨울옷,2600.0,12100.0,11.8,161.9,0.48,1.43,15,3
항공잠바,1250.0,6430.0,9.7,77.8,0.82,1.31,15,3
스카쟌,870.0,5790.0,2.7,83.1,0.33,1.55,15,3
발열조끼,13700.0,62200.0,83.5,1483.0,0.63,2.5,15,3
방한용품,3250.0,6010.0,19.4,109.0,0.61,1.91,15,3
축구조끼,880.0,2960.0,11.3,73.8,1.31,2.66,15,3
겨울조끼,1070.0,5820.0,7.1,46.9,0.69,0.87,15,3
K2발열조끼,1250.0,5660.0,4.7,33.0,0.39,0.61,15,3
방한조끼,890.0,2360.0,7.0,29.7,0.8,1.33,15,3
열선조끼,1390.0,6760.0,8.9,148.0,0.66,2.29,15,3
낚시조끼,1350.0,7740.0,4.4,82.0,0.35,1.15,15,3
온열조끼,1220.0,4900.0,7.3,165.9,0.62,3.53,15,3
코오롱패딩,8200.0,117200.0,109.0,1727.1,1.38,1.57,15,3
골프경량패딩,1460.0,11800.0,5.4,69.0,0.38,0.63,15,3
네파롱패딩,1600.0,16500.0,3.6,63.4,0.24,0.42,15,3
여성패딩바지,1060.0,11100.0,18.5,230.2,1.81,2.19,15,3
부모님선물,1940.0,8050.0,2.6,14.5,0.14,0.2,15,3
신슐레이트,1820.0,8840.0,1.6,3.0,0.09,0.04,13,2
남자후리스,3020.0,18700.0,15.1,218.3,0.52,1.24,15,3
기모츄리닝,810.0,5730.0,4.7,55.6,0.6,1.03,15,3
바이크장갑,1080.0,5720.0,16.9,254.6,1.66,4.7,15,3
바이크용품,1210.0,4900.0,76.7,410.4,6.76,9.06,15,3
맨투맨,26900.0,188400.0,88.1,905.8,0.35,0.52,15,3
캠핑용품,22400.0,99500.0,341.7,1364.3,1.58,1.5,15,3
후드티,24000.0,187200.0,75.0,1149.2,0.33,0.67,15,3
나이키맨투맨,8530.0,100300.0,29.6,552.5,0.37,0.6,15,3
커플맨투맨,2410.0,18300.0,15.4,202.1,0.66,1.18,15,3
남자맨투맨,7650.0,54900.0,40.5,445.4,0.56,0.88,15,3
백패킹,5160.0,20700.0,6.9,83.3,0.14,0.44,15,3
커스텀티셔츠,1280.0,1070.0,16.5,61.8,1.34,6.13,15,3
남성맨투맨,3610.0,26600.0,19.1,131.4,0.56,0.54,15,3
여성맨투맨,2660.0,31700.0,7.8,83.5,0.31,0.29,15,3
오버핏맨투맨,2520.0,15900.0,11.3,121.1,0.47,0.83,15,3
맨투맨브랜드,1280.0,6940.0,6.1,64.2,0.5,1.0,15,3
여자맨투맨,2440.0,14300.0,7.2,54.9,0.31,0.42,15,3
맨투맨제작,1090.0,2240.0,51.8,158.4,4.82,7.44,15,3
무지맨투맨,1090.0,4570.0,4.5,18.6,0.44,0.44,15,3
캠핑,17400.0,72000.0,20.0,233.8,0.12,0.36,15,3
백패킹텐트,3540.0,17800.0,9.5,127.3,0.28,0.77,15,3
유니클로후리스,7780.0,84400.0,12.5,771.4,0.17,0.97,14,3
티셔츠제작,2350.0,4120.0,73.3,205.0,3.21,5.27,15,3
티셔츠,4710.0,27600.0,8.9,78.0,0.2,0.31,15,3
텐트,12200.0,74000.0,40.6,613.8,0.35,0.91,15,3
플리스,8430.0,54100.0,37.1,478.5,0.46,0.95,15,3
오버핏후드티,2490.0,21000.0,12.3,206.3,0.53,1.06,15,3
백패킹배낭,1570.0,8150.0,3.7,51.6,0.25,0.69,15,3
커플후드티,2180.0,16700.0,18.2,191.3,0.87,1.22,15,3
여성후드티,1510.0,15000.0,7.0,109.0,0.49,0.78,15,3
기모후드티,2910.0,25300.0,12.0,167.8,0.43,0.71,15,3
여자후드티,970.0,8590.0,4.3,25.9,0.47,0.33,15,3
백패킹장비,1010.0,3570.0,6.1,44.5,0.63,1.36,15,3
후드티브랜드,1310.0,9560.0,8.9,91.0,0.71,1.03,15,3
가족티,1470.0,11900.0,28.4,395.6,2.0,3.56,15,3
남자후드티,4410.0,28200.0,28.3,233.0,0.68,0.89,15,3
캠핑장비,2020.0,5190.0,19.1,67.8,0.99,1.42,15,3
등산용품,2710.0,8590.0,25.9,121.9,0.99,1.53,15,3
기모맨투맨,4170.0,37200.0,14.1,218.0,0.36,0.63,15,3
여성트레이닝복,1380.0,12300.0,22.6,208.7,1.69,1.84,15,3
캠핑브랜드,1160.0,2830.0,8.5,9.7,0.76,0.38,15,3
기모후드집업,3920.0,42400.0,18.1,253.0,0.48,0.63,15,3
맨투맨티셔츠,1060.0,4820.0,3.2,33.0,0.32,0.75,15,3
감성캠핑용품,1230.0,9050.0,15.1,213.7,1.26,2.55,15,3
남자맨투맨브랜드,1070.0,5730.0,2.9,40.2,0.29,0.76,15,3
스웻셔츠,1360.0,5360.0,2.0,30.0,0.16,0.61,15,3
남자오버핏후드티,1650.0,11000.0,16.7,165.1,1.06,1.61,15,3
반티사이트,970.0,5680.0,56.1,652.2,5.94,12.16,15,3
후드,6700.0,36200.0,9.3,22.0,0.15,0.07,15,3
맨투맨티,1000.0,8530.0,4.8,48.9,0.5,0.63,15,3
양말,28100.0,186400.0,260.7,2444.2,0.96,1.41,15,3
남자티셔츠,2190.0,15000.0,15.5,75.5,0.76,0.55,15,3
반팔티셔츠,850.0,6820.0,4.2,41.0,0.53,0.66,15,3
기모후드,1310.0,7460.0,3.9,39.9,0.32,0.57,15,3
스웨트셔츠,970.0,4000.0,1.1,24.9,0.13,0.66,15,3
남자옷쇼핑몰,3490.0,16600.0,166.2,1509.6,5.03,9.81,15,3
크롭맨투맨,2240.0,28400.0,4.2,40.3,0.2,0.16,15,3
등산가방,7400.0,59500.0,24.1,686.4,0.34,1.25,15,3
하프집업,2260.0,12500.0,4.6,8.4,0.22,0.08,15,3
침낭,11700.0,83500.0,59.7,1048.8,0.53,1.33,15,3
면티,1490.0,9310.0,5.3,52.8,0.38,0.63,15,3
반집업맨투맨,1900.0,20200.0,5.0,107.5,0.28,0.58,15,3
반팔,820.0,4550.0,1.2,3.2,0.16,0.08,15,3
후드티추천,970.0,5540.0,3.3,32.4,0.35,0.63,15,3
등산배낭,4090.0,18100.0,24.3,241.7,0.63,1.45,15,3
티셔츠주문제작,1140.0,4140.0,33.0,252.2,3.02,6.47,15,3
아웃도어브랜드,3910.0,16200.0,46.7,261.8,1.24,1.75,15,3
양털후드집업,1590.0,14200.0,8.5,111.7,0.55,0.83,15,3
2인용텐트,990.0,6110.0,5.1,74.9,0.55,1.33,15,3
무지후드티,860.0,4550.0,3.0,39.5,0.37,0.95,15,3
하프집업맨투맨,970.0,7910.0,1.6,3.0,0.18,0.05,13,2
집업후드,980.0,6600.0,3.7,11.9,0.4,0.2,15,3
카라티,1110.0,6060.0,1.1,5.1,0.11,0.1,15,3
키큰여자쇼핑몰,1820.0,16400.0,124.5,1838.4,7.1,12.05,15,3
긴팔면티,820.0,7430.0,3.3,96.4,0.42,1.41,15,3
크롭티,2540.0,23800.0,11.1,55.7,0.47,0.26,15,3
아노락트레이닝세트,900.0,7550.0,5.5,119.9,0.65,1.74,15,3
남자기모맨투맨,860.0,6270.0,6.6,51.5,0.8,0.88,15,3
남자와이셔츠,1200.0,6100.0,8.4,49.8,0.74,0.9,15,3
남자와이드팬츠,2540.0,15800.0,14.9,127.5,0.62,0.88,15,3
남자헬스복,1120.0,5200.0,27.3,216.2,2.56,4.46,15,3
남자후드집업,1350.0,8900.0,8.2,56.8,0.63,0.69,15,3
남성후드티,870.0,5550.0,7.0,45.9,0.86,0.9,15,3
긴팔카라티,890.0,3970.0,2.5,25.1,0.3,0.7,15,3
츄리닝세트,2230.0,21800.0,22.9,328.5,1.07,1.63,15,3
코닥맨투맨,980.0,12700.0,6.1,75.6,0.65,0.65,8,2
집업니트,2450.0,20500.0,7.1,40.9,0.31,0.22,15,3
청자켓코디,1270.0,20700.0,1.3,5.7,0.12,0.03,15,3
체크남방,850.0,8860.0,2.7,10.9,0.35,0.14,15,3
카라니트,1730.0,16400.0,3.4,6.7,0.21,0.05,15,3
폴라티,3160.0,21800.0,12.9,76.8,0.42,0.38,15,3
벨벳원피스,1310.0,16000.0,8.3,41.2,0.66,0.28,15,3
브이넥니트가디건,840.0,850.0,0.0,0.3,0.0,0.05,3,3
숄가디건,1010.0,12000.0,3.1,20.5,0.32,0.19,15,3
스트라이프니트,890.0,10300.0,1.9,7.7,0.22,0.09,15,3
아가일가디건,980.0,9710.0,1.3,6.2,0.15,0.07,15,3
앙고라니트,2250.0,24000.0,5.0,48.8,0.24,0.23,15,3
오프숄더니트,1350.0,15400.0,5.1,16.3,0.4,0.12,15,3
가디건코디,1070.0,13700.0,2.9,33.8,0.29,0.27,15,3
골지니트,1330.0,13100.0,3.4,20.7,0.27,0.17,15,3
레인코트,950.0,5250.0,1.1,19.2,0.12,0.4,15,3
반폴라,1410.0,9180.0,3.6,17.3,0.27,0.21,15,3
반폴라니트,2190.0,13300.0,7.2,53.8,0.35,0.44,15,3
커플니트,1160.0,9060.0,7.4,147.6,0.66,1.74,15,3
후드니트,1130.0,15300.0,3.9,26.1,0.36,0.19,15,3
츄리닝,3400.0,18900.0,13.2,164.0,0.41,0.95,15,3
남자운동복,1460.0,5680.0,21.1,168.3,1.53,3.21,15,3
윈드브레이커,7080.0,36500.0,5.3,108.3,0.08,0.32,15,3
트레이닝복세트,4730.0,28000.0,19.8,237.0,0.44,0.92,15,3
남자코트,9290.0,54900.0,41.6,398.5,0.48,0.78,15,3
남성코트,3110.0,16400.0,15.1,142.2,0.52,0.94,15,3
니트가디건,3650.0,41300.0,24.7,184.0,0.71,0.49,15,3
겨울코트,3860.0,30100.0,15.5,105.7,0.42,0.38,15,3
여성바람막이,810.0,7690.0,6.4,80.0,0.84,1.15,15,3
남자블레이저,1580.0,8860.0,9.0,77.5,0.61,0.95,15,3
여자겨울코트,990.0,6710.0,10.5,30.5,1.09,0.49,15,3
플리스자켓,9150.0,71100.0,55.4,712.7,0.63,1.07,15,3
밍크코트,1880.0,20200.0,23.9,376.8,1.33,2.03,15,3
양털후리스,5840.0,56900.0,30.6,571.5,0.54,1.06,15,3
뽀글이후리스,2760.0,26100.0,17.6,134.8,0.66,0.55,15,3
남자코트브랜드,1590.0,7550.0,3.7,5.3,0.25,0.08,15,3
뽀글이,6380.0,57300.0,19.8,220.9,0.32,0.41,15,3
뽀글이자켓,3040.0,30700.0,13.2,86.0,0.45,0.3,15,3
하프코트,3590.0,30500.0,8.5,36.8,0.25,0.13,15,3
오버핏코트,1310.0,7120.0,1.1,15.6,0.1,0.24,15,3
센추리21,1140.0,2400.0,0.5,0.7,0.05,0.03,14,3
발마칸코트,6590.0,35800.0,12.1,7.7,0.2,0.03,15,3
피코트,1840.0,8220.0,1.2,0.3,0.07,0.01,13,2
남자롱코트,2300.0,11300.0,17.7,117.6,0.81,1.12,15,3
핸드메이드숏코트,2450.0,27900.0,16.0,99.1,0.68,0.39,15,3
핸드메이드자켓,1810.0,20000.0,9.3,171.1,0.53,0.91,15,3
핸드메이드하프코트,890.0,7740.0,7.1,95.5,0.82,1.32,15,3
헤링본코트,1250.0,10400.0,2.8,59.3,0.24,0.62,15,3
케이블니트,2060.0,16000.0,3.5,17.3,0.18,0.12,15,3
조끼베스트,1520.0,19700.0,8.7,113.3,0.59,0.62,15,3
여성반코트,1270.0,12900.0,12.7,231.1,1.03,1.92,15,3
여성캐시미어코트,1010.0,8180.0,5.5,64.8,0.56,0.86,15,3
코트브랜드,940.0,6170.0,6.1,4.3,0.67,0.08,15,3
남자반코트,1380.0,6680.0,13.7,131.2,1.06,2.13,15,3
모직코트,870.0,8160.0,4.2,11.2,0.5,0.15,15,3
외투,1360.0,5770.0,0.4,3.5,0.04,0.07,15,3
남성겨울자켓,1510.0,7770.0,8.3,23.0,0.57,0.32,15,3
카멜코트,1230.0,11300.0,2.8,50.6,0.24,0.48,15,3
보브코트,880.0,15700.0,1.4,2.3,0.17,0.02,15,3
코트코디,950.0,10400.0,1.7,2.7,0.19,0.03,15,3
해리스트위드,1730.0,11300.0,5.7,121.9,0.35,1.15,15,3
울자켓,4560.0,40500.0,12.9,52.5,0.3,0.14,15,3
남자퀼팅자켓,1270.0,6700.0,2.1,7.2,0.17,0.12,15,3
남성겨울코트,1060.0,5290.0,6.0,49.0,0.59,1.0,15,3
솔리드옴므코트,1040.0,5210.0,0.8,2.3,0.08,0.05,12,2
바바리코트,920.0,9700.0,8.7,60.8,1.0,0.68,15,3
니트베스트,3140.0,34600.0,14.3,236.2,0.47,0.75,15,3
버버리코트,2990.0,34000.0,11.5,335.5,0.41,1.08,15,3
띠어리코트,1150.0,9430.0,2.1,53.2,0.19,0.62,15,3
여성베스트,830.0,8980.0,4.1,7.7,0.51,0.1,15,3
트렌치코트코디,900.0,12700.0,0.8,12.2,0.1,0.11,15,3
남자기모바지,2700.0,12100.0,23.1,147.6,0.88,1.29,15,3
폴라폴리스,1380.0,4950.0,2.0,33.3,0.15,0.72,15,3
쉐르파,860.0,4900.0,1.4,26.5,0.17,0.57,13,2
가을코트,860.0,6050.0,1.3,25.0,0.16,0.45,15,3
롱플리스,1030.0,9750.0,6.3,74.8,0.62,0.81,15,3
플리스집업,2410.0,16800.0,19.1,162.2,0.82,1.03,15,3
양털,1100.0,5610.0,1.1,37.7,0.11,0.72,15,3
후리스자켓,2620.0,18700.0,17.3,247.6,0.69,1.41,15,3
터틀넥,4500.0,22800.0,8.6,56.9,0.2,0.27,15,3
후리스집업,6970.0,64000.0,41.3,671.8,0.63,1.12,15,3
베스트조끼,1160.0,16300.0,5.8,78.0,0.52,0.52,15,3
남자코트코디,1260.0,8220.0,3.9,44.5,0.33,0.58,15,3
남자목폴라,2100.0,11600.0,11.8,73.7,0.59,0.68,15,3
남자스웨터,1190.0,5880.0,8.1,37.0,0.72,0.68,15,3
남자기모청바지,2190.0,13900.0,26.9,140.5,1.28,1.08,15,3
바람막이여성,820.0,8010.0,6.9,130.3,0.87,1.77,15,3
남성기모바지,3400.0,19500.0,43.5,229.0,1.34,1.26,15,3
트렌치,4680.0,8890.0,89.9,257.0,1.97,3.07,15,3
세미정장,3040.0,16900.0,8.3,76.5,0.29,0.49,15,3
남자겨울코트,1690.0,6940.0,10.5,63.2,0.66,0.97,15,3
남성셔츠,1170.0,6150.0,8.3,25.5,0.73,0.46,15,3
남자가죽자켓,2350.0,14800.0,28.7,181.3,1.29,1.33,15,3
남자무스탕,4360.0,26700.0,26.1,186.4,0.63,0.76,15,3
남자트렌치코트,2550.0,10800.0,15.7,100.8,0.65,1.01,15,3
울니트,1220.0,9610.0,5.5,62.2,0.47,0.7,15,3
겨울니트,1070.0,7980.0,3.7,29.0,0.36,0.4,15,3
남자가디건,6700.0,46300.0,32.7,236.8,0.52,0.56,15,3
남자셋업,810.0,3150.0,3.9,8.1,0.51,0.28,15,3
정장바지,1500.0,9870.0,5.3,47.5,0.38,0.53,15,3
남자바람막이,2000.0,9020.0,9.0,54.3,0.47,0.66,15,3
기모청바지,3320.0,26700.0,20.5,173.9,0.64,0.69,15,3
기모팬츠,1560.0,10600.0,7.6,83.9,0.5,0.84,15,3
여름옷,1370.0,9270.0,44.7,727.6,3.4,8.48,15,3
나이키후드티,5750.0,71200.0,14.7,540.0,0.27,0.83,15,3
나이키후드집업,2980.0,34500.0,12.1,247.5,0.43,0.78,15,3
나이키후드,2290.0,17700.0,8.1,266.2,0.38,1.63,15,3
안전조끼,2680.0,3620.0,26.8,77.4,1.02,2.25,15,3
낚시모자,1040.0,6970.0,7.2,103.4,0.73,1.6,15,3
남성티셔츠,2940.0,17800.0,23.9,130.3,0.86,0.8,15,3
돋보기안경,3210.0,13500.0,23.0,163.5,0.75,1.31,15,3
반팔티,2370.0,13800.0,3.8,56.3,0.18,0.45,15,3
나이키집업,1040.0,10700.0,2.8,50.5,0.29,0.52,15,3
원형거울,1030.0,4010.0,12.5,123.4,1.25,3.3,15,3
체육복,1030.0,4860.0,11.5,101.4,1.18,2.25,15,3
폴로티셔츠,1040.0,7970.0,4.2,103.4,0.42,1.43,15,3
크롭니트,2810.0,35100.0,6.9,30.6,0.26,0.1,15,3
반팔니트,840.0,11300.0,2.5,8.3,0.31,0.09,15,3
오버핏니트,1220.0,9790.0,3.9,10.6,0.33,0.12,15,3
핑크니트,940.0,12400.0,1.9,25.1,0.21,0.22,15,3
브이넥니트,2710.0,31700.0,7.5,45.9,0.29,0.16,15,3
꽈배기니트,2740.0,27000.0,8.4,36.0,0.32,0.15,15,3
여자옷쇼핑몰,1420.0,9160.0,35.6,329.1,2.62,3.88,15,3
유니클로가디건,1240.0,9400.0,4.1,89.8,0.35,1.04,15,3
유니클로니트,1190.0,7990.0,1.1,3.0,0.1,0.05,8,2
터틀넥니트,1500.0,14100.0,5.1,27.8,0.36,0.22,15,3
등산복브랜드,2460.0,13000.0,25.4,251.6,1.08,2.09,15,3
블레이저자켓,880.0,5280.0,0.4,1.3,0.05,0.03,15,3
방한바지,2450.0,13400.0,13.1,160.2,0.56,1.26,15,3
무지티,830.0,2960.0,2.0,21.0,0.26,0.77,15,3
남자긴팔티,1790.0,9650.0,7.2,57.5,0.43,0.65,15,3
남자긴팔티셔츠,1310.0,7060.0,7.4,47.4,0.6,0.74,15,3
니트팬츠,1930.0,15400.0,2.9,15.5,0.17,0.11,15,3
남성긴팔티셔츠,950.0,4460.0,4.7,27.6,0.52,0.69,15,3
유니섹스,1510.0,5790.0,1.5,16.6,0.11,0.3,15,3
세계환경의날,1110.0,1800.0,0.1,0.3,0.02,0.02,8,2
남자청자켓,1010.0,8340.0,5.5,44.8,0.58,0.59,15,3
업사이클링제품,1130.0,2860.0,12.6,12.3,1.16,0.45,15,3
여성니트조끼,1720.0,17200.0,15.3,88.2,0.94,0.57,15,3
남자셔츠,3640.0,17700.0,20.9,85.8,0.61,0.53,15,3
여성지갑,2070.0,18000.0,8.2,116.5,0.42,0.7,15,3
여성니트,3150.0,32500.0,20.7,129.0,0.69,0.44,15,3
정장브랜드,1400.0,6770.0,7.0,4.7,0.53,0.08,15,3
남성니트,2840.0,15100.0,21.4,84.7,0.79,0.61,15,3
남자터틀넥,1010.0,4760.0,3.6,21.7,0.38,0.51,15,3
남성정장,3630.0,19200.0,31.1,169.8,0.91,0.96,15,3
부츠컷청바지,1140.0,17000.0,7.3,26.0,0.67,0.17,15,3
지오지아코트,1530.0,11000.0,1.5,16.2,0.11,0.17,15,3
남자발마칸코트,980.0,5180.0,2.3,2.0,0.25,0.05,15,3
블루투스스피커,33300.0,127400.0,47.8,718.5,0.15,0.61,15,3
무드등,11200.0,70600.0,30.8,329.8,0.29,0.5,15,3
목도리,16400.0,144900.0,30.3,231.2,0.2,0.17,15,3
넥워머,11600.0,60900.0,11.6,182.6,0.11,0.32,15,3
가죽장갑,2230.0,9540.0,9.9,117.4,0.47,1.31,15,3
장갑,11200.0,58400.0,21.6,203.0,0.2,0.37,15,3
야구모자,1600.0,11100.0,7.5,131.7,0.5,1.29,15,3
거울,8410.0,32900.0,46.1,402.8,0.57,1.31,15,3
양말브랜드,1120.0,5680.0,23.1,259.6,2.14,4.9,15,3
팔토시,3560.0,13400.0,6.3,75.8,0.19,0.61,15,3
USB스피커,1770.0,3890.0,5.1,55.3,0.31,1.53,15,3
무지양말,1100.0,2830.0,3.9,34.5,0.38,1.31,15,3
겨울양말,3250.0,16400.0,14.0,195.0,0.45,1.26,15,3
패션양말,1260.0,9940.0,33.6,396.4,2.75,4.31,15,3
발냄새없애는법,1410.0,17300.0,2.6,212.5,0.19,1.28,15,3
삭스,960.0,4600.0,5.7,61.1,0.61,1.44,15,3
니트양말,1460.0,7060.0,4.7,57.5,0.35,0.88,15,3
기모양말,1170.0,5850.0,5.5,38.1,0.49,0.7,15,3
장목양말,1280.0,10200.0,6.5,98.5,0.53,1.04,15,3
골지양말,970.0,6560.0,6.6,68.0,0.71,1.13,15,3
울양말,1920.0,6070.0,7.9,76.1,0.44,1.36,15,3
중목양말,2810.0,4870.0,4.2,35.6,0.16,0.79,15,3
여성양말,4090.0,18500.0,25.9,438.8,0.66,2.55,15,3
여자양말,3470.0,16200.0,14.8,337.1,0.45,2.23,15,3
긴양말,1340.0,7160.0,5.3,88.8,0.41,1.34,15,3
발목양말,2390.0,11300.0,9.1,145.1,0.4,1.37,15,3
