,연관키워드,type,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도,입찰가_m1,입찰가_m2,입찰가_p1,입찰가_p2
3857,눈송이,생활/건강,1120.0,2270.0,0.0,0.7,0.0,0.04,3,3,1030.0,300.0,650.0,310.0
3858,크리스마스캔들,생활/건강,1010.0,3960.0,1.1,6.5,0.12,0.18,15,3,1480.0,570.0,660.0,550.0
3859,자작나무트리,생활/건강,1640.0,18300.0,1.4,39.6,0.09,0.24,15,3,1930.0,700.0,1100.0,670.0
3860,크리스마스파티용품,생활/건강,860.0,3550.0,13.9,90.2,1.65,2.81,15,3,1020.0,650.0,860.0,670.0
3861,크리스마스만들기,생활/건강,1490.0,4540.0,17.5,65.5,1.2,1.52,15,3,2700.0,2470.0,2610.0,2350.0
3862,크리스마스리본,생활/건강,1110.0,4310.0,9.7,64.9,0.91,1.64,15,3,1490.0,790.0,830.0,720.0
3863,크리스마스리스,생활/건강,7030.0,35700.0,30.2,281.7,0.45,0.87,15,3,1140.0,890.0,1000.0,920.0
3864,미디어파사드,생활/건강,2840.0,3390.0,19.3,37.9,0.7,1.21,15,3,8110.0,6860.0,10960.0,8700.0
3865,크리스마스머리띠,생활/건강,1580.0,5300.0,7.1,15.8,0.48,0.33,15,3,970.0,740.0,1130.0,900.0
3866,무대조명,생활/건강,1200.0,2100.0,26.2,68.5,2.25,3.5,15,3,3230.0,2630.0,4910.0,3640.0
3867,크리스마스스노우볼,생활/건강,950.0,6050.0,3.3,66.9,0.36,1.27,15,3,920.0,550.0,630.0,560.0
3868,크리스마스풍선,생활/건강,2160.0,7790.0,7.5,16.0,0.36,0.23,15,3,1490.0,800.0,1260.0,840.0
3869,페브릭,생활/건강,1890.0,3950.0,3.8,22.3,0.21,0.6,15,3,550.0,500.0,530.0,460.0
3870,크리스마스소품,생활/건강,5360.0,32100.0,66.0,485.6,1.29,1.73,15,3,900.0,790.0,1010.0,940.0
3871,크리스마스테이블보,생활/건강,1020.0,6250.0,8.5,99.0,0.86,1.78,15,3,1380.0,750.0,820.0,670.0
3872,크리스마스이벤트,생활/건강,1680.0,2780.0,1.7,2.5,0.11,0.11,15,3,3080.0,2310.0,2640.0,1930.0
3873,크리스마스파티,생활/건강,2070.0,7520.0,3.1,7.3,0.16,0.11,15,3,9550.0,2510.0,5090.0,1800.0
3874,크리스마스식탁보,생활/건강,880.0,5700.0,7.7,79.0,0.91,1.55,15,3,1330.0,800.0,840.0,720.0
3875,크리스마스홈파티,생활/건강,1460.0,4980.0,6.3,23.5,0.45,0.53,15,3,1730.0,650.0,2120.0,770.0
3876,파티용품,생활/건강,5870.0,34700.0,225.5,1864.7,3.94,5.67,15,3,1390.0,1360.0,2070.0,1430.0
3877,크리스마스리스만들기,생활/건강,1670.0,6000.0,8.3,57.1,0.51,1.04,15,3,1020.0,530.0,890.0,700.0
3878,크리스마스포장지,생활/건강,870.0,3140.0,7.3,43.7,0.87,1.53,15,3,1590.0,720.0,1170.0,900.0
3879,서대문형무소,생활/건강,7740.0,43600.0,5.4,170.3,0.08,0.43,9,2,730.0,420.0,550.0,400.0
3880,앙금,생활/건강,1510.0,7140.0,1.1,0.7,0.08,0.01,15,3,990.0,770.0,860.0,660.0
3881,가변저항,생활/건강,1520.0,1910.0,5.4,2.5,0.37,0.15,15,3,1130.0,910.0,1380.0,970.0
3882,멸종위기동물,생활/건강,7460.0,26700.0,17.0,131.3,0.24,0.51,10,2,520.0,450.0,630.0,510.0
3883,부탄,생활/건강,3170.0,17800.0,1.8,0.7,0.07,0.01,8,2,320.0,240.0,420.0,350.0
3884,생일이벤트,생활/건강,1680.0,11700.0,9.8,124.5,0.6,1.13,15,3,2360.0,1550.0,1570.0,1440.0
3885,어드벤트캘린더,생활/건강,17500.0,127100.0,18.6,22.7,0.11,0.02,12,2,420.0,370.0,560.0,450.0
3886,글리세롤,생활/건강,1220.0,2750.0,0.7,0.0,0.07,0.0,14,3,1700.0,1270.0,1330.0,890.0
3887,안마의자,생활/건강,16100.0,125900.0,111.3,1147.7,0.71,0.98,15,3,10360.0,8910.0,16040.0,13790.0
3888,비츠조명,생활/건강,10500.0,30700.0,44.7,599.8,0.44,2.1,8,2,470.0,460.0,490.0,470.0
3889,중역의자,생활/건강,2510.0,4390.0,28.1,45.1,1.17,1.11,15,3,6290.0,4110.0,17110.0,13960.0
3890,안락의자,생활/건강,2430.0,13700.0,23.5,262.6,1.01,2.09,15,3,1240.0,1090.0,1450.0,1310.0
3891,칫솔살균기,생활/건강,10000.0,67900.0,32.4,593.5,0.34,0.93,15,3,2920.0,2440.0,10140.0,8000.0
3892,편한의자,생활/건강,990.0,3760.0,5.1,55.3,0.55,1.61,15,3,1810.0,1410.0,2420.0,1940.0
3893,전기레인지,생활/건강,2270.0,9690.0,3.1,80.5,0.14,0.9,15,3,4530.0,3520.0,5610.0,4830.0
3894,인덕션,생활/건강,17800.0,101500.0,76.5,1383.4,0.45,1.47,15,3,6740.0,3600.0,6070.0,4310.0
3895,바디프랜드안마의자,생활/건강,3290.0,33500.0,23.3,602.4,0.73,1.95,15,3,6980.0,4880.0,5970.0,2080.0
3896,스탠드조명,생활/건강,5810.0,27100.0,43.0,373.1,0.78,1.49,15,3,2110.0,1650.0,3250.0,2980.0
3897,조명쇼핑몰,생활/건강,1240.0,5100.0,68.7,391.9,5.74,8.39,15,3,3780.0,3540.0,5370.0,5230.0
3898,식탁조명,생활/건강,2290.0,14500.0,41.1,451.0,1.87,3.4,15,3,3300.0,2630.0,4640.0,3880.0
3899,안마기,생활/건강,5230.0,35400.0,41.7,417.9,0.83,1.26,15,3,4680.0,4000.0,12510.0,5080.0
3900,사무용의자,생활/건강,13800.0,18800.0,135.9,248.4,1.02,1.41,15,3,6890.0,4540.0,27410.0,23140.0
3901,식탁등,생활/건강,4820.0,31700.0,65.8,886.7,1.42,3.03,15,3,3030.0,2640.0,4750.0,4020.0
3902,안마의자추천,생활/건강,1200.0,15800.0,12.6,172.1,1.09,1.14,15,3,10720.0,8560.0,15830.0,13420.0
3903,컴퓨터의자,생활/건강,9710.0,28600.0,71.4,494.4,0.78,1.84,15,3,2780.0,2300.0,7020.0,6270.0
3904,중역책상,생활/건강,960.0,1490.0,24.5,55.2,2.62,3.98,15,3,6700.0,4060.0,25470.0,22100.0
3905,장스탠드,생활/건강,2620.0,12300.0,28.3,244.3,1.12,2.15,15,3,2420.0,1660.0,3020.0,2310.0
3906,인덕션3구,생활/건강,980.0,6460.0,3.3,67.0,0.35,1.12,15,3,5260.0,3340.0,5890.0,4690.0
3907,온풍기,생활/건강,28000.0,119100.0,116.3,877.1,0.43,0.77,15,3,3020.0,2650.0,3830.0,3360.0
3908,센서등,생활/건강,6930.0,27500.0,27.1,219.0,0.41,0.86,15,3,2530.0,1820.0,3220.0,3100.0
3909,욕실청소기,생활/건강,2070.0,10900.0,1.8,56.3,0.09,0.54,15,3,2040.0,1440.0,1600.0,1320.0
3910,거실조명,생활/건강,1670.0,8510.0,21.5,195.3,1.34,2.5,15,3,3930.0,3790.0,5270.0,4510.0
3911,에어프라이어추천,생활/건강,2740.0,14100.0,13.9,236.5,0.53,1.81,15,3,2690.0,2380.0,2900.0,2490.0
3912,식기건조기,생활/건강,3560.0,20600.0,17.0,293.3,0.5,1.54,15,3,3730.0,2900.0,4200.0,3280.0
3913,LED등,생활/건강,8980.0,44900.0,56.1,531.4,0.66,1.29,15,3,4010.0,3240.0,5340.0,4330.0
3914,거실LED등,생활/건강,1850.0,14800.0,26.5,403.5,1.49,2.99,15,3,2160.0,2040.0,4030.0,2750.0
3915,스피커,생활/건강,30400.0,56900.0,27.5,166.8,0.1,0.32,15,3,2620.0,2320.0,3870.0,2510.0
3916,바퀴의자,생활/건강,940.0,4180.0,3.0,15.3,0.34,0.4,15,3,2290.0,1200.0,3170.0,2480.0
3917,카페의자,생활/건강,3930.0,21200.0,83.5,469.3,2.21,2.36,15,3,4390.0,3260.0,8660.0,7380.0
3918,레일조명,생활/건강,5430.0,18900.0,66.5,489.8,1.28,2.78,15,3,3700.0,3310.0,5320.0,5100.0
3919,와플메이커,생활/건강,3590.0,25300.0,9.6,244.0,0.28,1.04,15,3,2070.0,1770.0,1790.0,1440.0
3920,혼수,생활/건강,1430.0,6160.0,1.5,16.3,0.12,0.29,15,3,11770.0,7760.0,12660.0,8070.0
3921,PAUSE,생활/건강,3390.0,13300.0,0.3,1.5,0.02,0.02,3,3,970.0,300.0,510.0,340.0
3922,리클라이너,생활/건강,6130.0,29000.0,23.7,246.8,0.41,0.94,15,3,2700.0,2440.0,3870.0,2860.0
3923,어깨마사지기,생활/건강,2240.0,18900.0,12.2,282.6,0.57,1.62,15,3,3010.0,2830.0,2990.0,2880.0
3924,결혼기념일선물,생활/건강,6310.0,38700.0,14.7,129.0,0.24,0.35,15,3,5300.0,4430.0,5260.0,4570.0
3925,10만원대선물,생활/건강,1990.0,7580.0,2.5,2.3,0.13,0.04,15,3,2060.0,1720.0,1800.0,1650.0
3926,안마매트,생활/건강,1310.0,6900.0,13.1,275.9,1.03,4.25,15,3,3710.0,3410.0,4910.0,4770.0
3927,제스파안마의자,생활/건강,850.0,8030.0,2.6,71.5,0.32,0.96,15,3,4750.0,1840.0,1890.0,1560.0
3928,설날,생활/건강,29300.0,44000.0,5.9,12.0,0.03,0.03,15,3,1130.0,640.0,1580.0,860.0
3929,마사지볼,생활/건강,3470.0,16200.0,11.9,183.2,0.36,1.21,15,3,3580.0,2660.0,4730.0,3080.0
3930,소형가전,생활/건강,1140.0,2530.0,3.9,12.1,0.35,0.52,15,3,1730.0,1660.0,1350.0,1280.0
3931,마사지기,생활/건강,2990.0,16900.0,21.1,144.5,0.73,0.92,15,3,5310.0,4190.0,12290.0,6990.0
3932,안마,생활/건강,1010.0,15500.0,2.2,59.5,0.23,0.43,15,3,8070.0,1580.0,2720.0,1260.0
3933,무중력의자,생활/건강,2370.0,13400.0,8.9,91.1,0.39,0.73,15,3,2360.0,1290.0,1180.0,1100.0
3934,발마사지기,생활/건강,4010.0,56200.0,17.3,543.4,0.45,1.01,15,3,2390.0,2260.0,3250.0,2390.0
3935,스트레칭마사지기,생활/건강,2310.0,6810.0,24.9,283.3,1.09,4.45,15,3,15600.0,4650.0,16750.0,3550.0
3936,마사지기계,생활/건강,1290.0,10800.0,9.3,190.2,0.75,1.91,15,3,7360.0,3330.0,9270.0,2720.0
3937,휴테크안마의자,생활/건강,2100.0,16800.0,7.8,210.5,0.39,1.36,15,3,2720.0,1590.0,4020.0,2020.0
3938,발마사지,생활/건강,1680.0,28100.0,4.9,116.5,0.31,0.45,15,3,1470.0,970.0,1330.0,1150.0
3939,마사지,생활/건강,7980.0,161900.0,8.6,308.5,0.12,0.21,15,3,3480.0,2680.0,5630.0,2780.0
3940,세라젬안마의자,생활/건강,1810.0,23500.0,10.4,469.5,0.59,2.18,15,3,1340.0,730.0,870.0,680.0
3941,브람스안마의자,생활/건강,1440.0,9510.0,3.1,108.8,0.22,1.26,15,3,2530.0,2240.0,2920.0,2540.0
3942,파나소닉안마의자,생활/건강,1840.0,9480.0,7.5,162.5,0.43,1.88,15,3,3390.0,2350.0,2830.0,1680.0
3943,코지마안마의자,생활/건강,3010.0,31000.0,11.2,481.0,0.39,1.71,15,3,3670.0,1840.0,2210.0,1570.0
3944,세라젬렌탈,생활/건강,1150.0,10300.0,15.8,405.7,1.41,4.26,10,2,1430.0,640.0,1340.0,400.0
3945,사파,생활/건강,1310.0,7090.0,0.6,10.3,0.05,0.16,15,3,980.0,420.0,710.0,510.0
3946,어깨안마기,생활/건강,1350.0,7020.0,3.3,59.3,0.25,0.91,15,3,3970.0,2690.0,6190.0,4890.0
3947,1구인덕션,생활/건강,4770.0,22600.0,9.8,151.8,0.22,0.72,15,3,3950.0,2170.0,4310.0,2530.0
3948,인덕션2구,생활/건강,890.0,3550.0,2.0,41.5,0.24,1.26,15,3,4080.0,2120.0,3560.0,1620.0
3949,2구인덕션,생활/건강,2020.0,10400.0,8.5,140.8,0.44,1.45,15,3,4770.0,2400.0,3590.0,1510.0
3950,인덕션1구,생활/건강,940.0,3730.0,2.4,53.5,0.27,1.52,15,3,3800.0,1720.0,3440.0,1540.0
3951,인덕션추천,생활/건강,880.0,3400.0,2.3,36.5,0.27,1.16,15,3,6860.0,3720.0,4450.0,2980.0
3952,아이패드,생활/건강,89500.0,351100.0,80.0,1574.5,0.1,0.48,15,3,8230.0,4550.0,3850.0,2260.0
3953,하이브리드,생활/건강,9430.0,38600.0,4.7,113.8,0.06,0.32,15,3,1570.0,1290.0,1440.0,1070.0
3954,휴대용인덕션,생활/건강,920.0,5180.0,2.6,52.8,0.3,1.1,15,3,1480.0,1350.0,1200.0,1130.0
3955,인덕션전기요금,생활/건강,820.0,6770.0,3.4,111.8,0.44,1.78,12,2,360.0,230.0,370.0,250.0
3956,인덕션하이라이트차이,생활/건강,1030.0,5560.0,0.7,1.0,0.08,0.02,14,3,1540.0,1210.0,1040.0,800.0
3957,할머니생신선물,생활/건강,970.0,7520.0,0.3,7.6,0.04,0.11,15,3,3810.0,3380.0,3630.0,3230.0
3958,LED거실등,생활/건강,2550.0,12400.0,22.4,212.8,0.93,1.88,15,3,3070.0,2930.0,5260.0,4900.0
3959,LED주방등,생활/건강,2130.0,9850.0,14.4,154.2,0.71,1.7,15,3,2440.0,2140.0,4030.0,2890.0
3960,간접조명,생활/건강,2730.0,10100.0,8.4,129.1,0.32,1.38,15,3,3030.0,2850.0,3170.0,2860.0
3961,거실등,생활/건강,4270.0,21500.0,60.6,586.7,1.48,2.97,15,3,3510.0,3260.0,5770.0,4330.0
3962,드라이기,생활/건강,8550.0,65800.0,25.3,894.8,0.31,1.47,15,3,2870.0,2420.0,4190.0,3580.0
3963,멀티쿠커,생활/건강,4090.0,27000.0,10.9,380.8,0.28,1.53,15,3,1140.0,1030.0,1940.0,1670.0
3964,멀티탭,생활/건강,30000.0,91400.0,83.1,779.9,0.29,0.91,15,3,3580.0,2080.0,4470.0,3730.0
3965,미니빔프로젝터,생활/건강,2020.0,9590.0,4.9,80.1,0.25,0.9,15,3,4190.0,3080.0,6160.0,4020.0
3966,믹서기추천,생활/건강,1300.0,12300.0,14.7,358.9,1.17,3.08,15,3,2270.0,2140.0,2620.0,2170.0
3967,오븐,생활/건강,6240.0,33600.0,14.7,266.5,0.25,0.85,15,3,2070.0,1780.0,2500.0,2070.0
3968,LED전등,생활/건강,4020.0,11300.0,13.4,98.0,0.35,0.94,15,3,2310.0,1890.0,3660.0,3510.0
3969,히터,생활/건강,8570.0,28600.0,20.3,123.5,0.25,0.46,15,3,4930.0,4030.0,5920.0,5030.0
3970,국산LED거실등,생활/건강,1080.0,7980.0,28.7,309.2,2.75,4.19,15,3,2530.0,2370.0,4140.0,3370.0
3971,유닉스헤어드라이기,생활/건강,1630.0,14700.0,3.9,142.3,0.26,1.05,15,3,2820.0,1040.0,870.0,770.0
3972,전기포트,생활/건강,8390.0,51800.0,19.2,544.5,0.24,1.13,15,3,2260.0,1690.0,1850.0,1580.0
3973,헤어드라이기추천,생활/건강,1460.0,7330.0,9.2,225.6,0.68,3.35,15,3,2900.0,2500.0,3120.0,2540.0
3974,미니믹서기,생활/건강,1110.0,9160.0,5.7,181.5,0.54,2.15,15,3,1950.0,1620.0,1900.0,1670.0
3975,LED형광등,생활/건강,4370.0,12500.0,29.9,131.8,0.71,1.15,15,3,1530.0,1360.0,2050.0,1750.0
3976,믹서기,생활/건강,7890.0,57900.0,26.8,655.5,0.36,1.22,15,3,1990.0,1650.0,3020.0,2730.0
3977,LED모듈,생활/건강,8490.0,38800.0,36.7,186.3,0.46,0.51,15,3,1840.0,1300.0,2450.0,1740.0
3978,테팔믹서기,생활/건강,1070.0,11500.0,4.2,218.7,0.41,2.07,15,3,1940.0,1050.0,940.0,760.0
3979,미니건조기,생활/건강,5840.0,43700.0,27.9,426.0,0.5,1.03,15,3,4560.0,4060.0,4960.0,4010.0
3980,스팀다리미,생활/건강,9270.0,76400.0,22.3,779.8,0.25,1.1,15,3,1750.0,1620.0,3220.0,2530.0
3981,전기오븐,생활/건강,1390.0,5590.0,5.3,94.8,0.4,1.82,15,3,1450.0,1260.0,1620.0,1430.0
3982,새부리형마스크,생활/건강,9780.0,130500.0,39.7,1347.8,0.42,1.09,15,3,2270.0,2160.0,2860.0,2570.0
3983,화환,여가/생활편의,17200.0,57600.0,342.8,1863.0,2.04,3.43,15,3,10100.0,7950.0,34410.0,31670.0
3984,근조화환,여가/생활편의,12800.0,42000.0,237.0,1716.0,1.89,4.31,15,3,11750.0,10080.0,37200.0,33450.0
3985,축하화환,여가/생활편의,5340.0,25500.0,120.8,1134.3,2.36,4.7,15,3,8810.0,7200.0,34580.0,32640.0
3986,개업화환,여가/생활편의,3510.0,11600.0,54.4,577.2,1.61,5.22,15,3,8170.0,6780.0,18740.0,17050.0
3987,결혼식화환,여가/생활편의,3270.0,10000.0,68.2,375.8,2.13,4.0,15,3,9350.0,7610.0,21640.0,18590.0
3988,화한,여가/생활편의,2070.0,6260.0,25.7,186.0,1.28,3.17,15,3,9270.0,6860.0,20430.0,15360.0
3989,결혼화환,여가/생활편의,1160.0,2920.0,28.3,151.4,2.48,5.56,15,3,10710.0,9050.0,20200.0,17770.0
3990,장례화환,여가/생활편의,1380.0,9790.0,41.4,540.6,3.08,5.9,15,3,11170.0,8610.0,29510.0,25510.0
3991,결혼식화환문구,여가/생활편의,2200.0,5290.0,6.7,52.5,0.31,1.05,15,3,2840.0,1720.0,5330.0,4090.0
3992,결혼화환문구,여가/생활편의,1430.0,3010.0,5.3,33.0,0.38,1.15,15,3,3020.0,2090.0,5450.0,4360.0
3993,근조,여가/생활편의,24300.0,82900.0,10.1,126.4,0.05,0.16,15,3,6830.0,5690.0,15370.0,14610.0
3994,장례식화환,여가/생활편의,1160.0,6080.0,14.3,128.1,1.28,2.24,15,3,13590.0,10830.0,20600.0,17800.0
3995,장례식조화,여가/생활편의,850.0,4150.0,20.7,218.6,2.52,5.62,15,3,10090.0,8330.0,18430.0,16630.0
3996,꽃배달서비스,여가/생활편의,3250.0,9950.0,66.7,814.2,2.11,8.73,15,3,7530.0,6270.0,18260.0,16840.0
3997,조의,여가/생활편의,7130.0,25800.0,1.1,8.1,0.02,0.04,15,3,3410.0,2750.0,4780.0,3650.0
3998,당일꽃배달,여가/생활편의,2150.0,2480.0,13.7,138.0,0.67,5.94,15,3,6950.0,5920.0,14710.0,12620.0
3999,축결혼,여가/생활편의,4240.0,6140.0,0.9,5.3,0.03,0.1,15,3,6770.0,3000.0,7930.0,3970.0
4000,부의,여가/생활편의,15600.0,46300.0,0.7,3.0,0.01,0.01,3,3,1640.0,1210.0,2230.0,1660.0
4001,삼가고인의명복을빕니다,여가/생활편의,10400.0,71500.0,4.5,100.8,0.05,0.15,15,3,4110.0,2180.0,9070.0,5570.0
4002,화환문구,여가/생활편의,1190.0,3540.0,2.6,31.5,0.23,0.94,15,3,3630.0,2470.0,4780.0,3720.0
4003,축화혼,여가/생활편의,2570.0,5000.0,0.9,19.3,0.04,0.44,15,3,1500.0,1240.0,2090.0,1650.0
4004,조문,여가/생활편의,6900.0,29500.0,0.8,2.3,0.02,0.01,15,3,2790.0,1810.0,3070.0,2350.0
4005,근조화환문구,여가/생활편의,1260.0,2730.0,5.0,51.3,0.41,2.0,15,3,4740.0,3180.0,8840.0,6890.0
4006,결혼축하문구,여가/생활편의,1660.0,7160.0,2.0,2.0,0.13,0.04,13,2,1300.0,830.0,990.0,900.0
4007,꽃바구니배달,여가/생활편의,930.0,6390.0,28.6,370.8,3.1,6.14,15,3,4060.0,3770.0,11520.0,9690.0
4008,분향소,여가/생활편의,5420.0,23300.0,0.3,1.3,0.01,0.01,3,3,1300.0,1040.0,1280.0,420.0
4009,개업화분,여가/생활편의,8910.0,88500.0,170.0,1739.4,1.97,2.02,15,3,6510.0,5520.0,15410.0,12900.0
4010,화분,여가/생활편의,13600.0,63300.0,103.7,833.3,0.79,1.43,15,3,1750.0,1430.0,4060.0,3550.0
4011,화분배달,여가/생활편의,2910.0,5550.0,32.8,227.8,1.19,4.25,15,3,6150.0,4630.0,13320.0,10830.0
4012,축하화분,여가/생활편의,1740.0,5580.0,46.1,230.2,2.67,4.32,15,3,6360.0,5180.0,13470.0,10970.0
4013,개업축하화분,여가/생활편의,1210.0,5280.0,29.3,204.6,2.46,4.09,15,3,5880.0,4850.0,12360.0,9640.0
4014,대형화분,여가/생활편의,2380.0,12200.0,32.7,215.9,1.42,1.92,15,3,1870.0,1580.0,3970.0,3230.0
4015,개업식화분,여가/생활편의,930.0,6160.0,22.6,194.6,2.46,3.29,15,3,5980.0,4410.0,12120.0,8720.0
4016,개업,여가/생활편의,1010.0,3310.0,0.8,1.9,0.09,0.07,15,3,2810.0,2240.0,4890.0,3950.0
4017,돈나무,여가/생활편의,2540.0,24600.0,8.0,347.3,0.33,1.52,15,3,2420.0,1390.0,5080.0,4100.0
4018,관엽식물,여가/생활편의,1470.0,6060.0,8.7,87.8,0.61,1.57,15,3,2440.0,1900.0,6470.0,4740.0
4019,뱅갈고무나무,여가/생활편의,3380.0,35100.0,18.0,437.5,0.55,1.35,15,3,1320.0,1020.0,3410.0,2430.0
4020,아레카야자,여가/생활편의,2910.0,16500.0,7.9,107.2,0.29,0.7,15,3,1400.0,890.0,2590.0,1310.0
4021,알로카시아,여가/생활편의,2850.0,30700.0,4.7,205.6,0.17,0.73,15,3,1290.0,670.0,2650.0,1370.0
4022,홍콩야자,여가/생활편의,1590.0,15800.0,3.7,113.8,0.24,0.78,15,3,1450.0,1070.0,2780.0,2230.0
4023,파키라,여가/생활편의,1700.0,14800.0,5.1,107.0,0.31,0.78,15,3,1430.0,850.0,2480.0,1320.0
4024,드라코,여가/생활편의,1100.0,7750.0,2.3,44.1,0.23,0.63,15,3,1500.0,900.0,2310.0,1190.0
4025,녹보수,여가/생활편의,2020.0,12100.0,8.7,233.5,0.45,2.07,15,3,1530.0,1050.0,3030.0,2260.0
4026,테이블야자,여가/생활편의,1910.0,13100.0,1.9,64.1,0.11,0.53,15,3,1170.0,920.0,2380.0,1470.0
4027,거실화분,여가/생활편의,1610.0,33300.0,13.7,332.6,0.87,1.04,15,3,1570.0,1240.0,3310.0,2520.0
4028,미니화분,여가/생활편의,1090.0,4910.0,4.0,49.1,0.39,1.07,15,3,1780.0,1430.0,3260.0,2930.0
4029,스투키화분,여가/생활편의,960.0,990.0,1.7,9.6,0.18,1.01,15,3,1770.0,1380.0,3230.0,2470.0
4030,안시리움,여가/생활편의,970.0,7550.0,1.3,73.8,0.14,1.06,15,3,640.0,450.0,1270.0,1030.0
4031,율마,여가/생활편의,2420.0,16900.0,5.3,132.7,0.23,0.86,15,3,1430.0,940.0,2400.0,1370.0
4032,극락조,여가/생활편의,2520.0,18800.0,10.4,327.8,0.43,1.88,15,3,1350.0,960.0,2610.0,1950.0
4033,개업화분문구,여가/생활편의,1200.0,3980.0,3.9,55.5,0.33,1.46,15,3,2000.0,1590.0,3920.0,3140.0
4034,고무나무,여가/생활편의,3360.0,20000.0,10.7,208.5,0.33,1.13,15,3,1540.0,1220.0,3260.0,2310.0
4035,안스리움,여가/생활편의,2040.0,20700.0,2.9,90.0,0.15,0.48,15,3,1650.0,1100.0,2400.0,1860.0
4036,공기정화식물,여가/생활편의,4650.0,27300.0,22.7,402.5,0.51,1.59,15,3,1870.0,1730.0,3620.0,3080.0
4037,개운죽,여가/생활편의,1960.0,16600.0,3.9,99.1,0.21,0.65,15,3,1770.0,1000.0,2460.0,1100.0
4038,유칼립투스,여가/생활편의,4530.0,39700.0,4.2,175.5,0.1,0.48,15,3,1450.0,910.0,2330.0,1040.0
4039,남천,여가/생활편의,2590.0,28200.0,7.3,95.9,0.29,0.37,15,3,1250.0,800.0,2650.0,1730.0
4040,관음죽,여가/생활편의,990.0,8260.0,3.1,93.3,0.33,1.23,15,3,1350.0,800.0,2680.0,1880.0
4041,산세베리아,여가/생활편의,2510.0,14000.0,6.1,182.0,0.25,1.4,15,3,1350.0,1050.0,3010.0,2220.0
4042,근조리본,여가/생활편의,32300.0,71200.0,25.9,245.9,0.09,0.35,15,3,2170.0,1140.0,1420.0,1160.0
4043,별세,여가/생활편의,7950.0,26600.0,0.0,0.3,0.0,0.01,3,3,770.0,430.0,740.0,190.0
4044,조의문구,여가/생활편의,1900.0,11300.0,2.8,134.5,0.15,1.26,15,3,1670.0,580.0,4060.0,2100.0
4045,조화화분,여가/생활편의,840.0,3150.0,5.3,22.9,0.65,0.79,15,3,1600.0,720.0,800.0,680.0
4046,꽃바구니,여가/생활편의,3350.0,36400.0,59.5,610.1,1.81,1.73,15,3,4260.0,3730.0,14370.0,9520.0
4047,꽃다발,여가/생활편의,6620.0,49500.0,57.5,1059.8,0.9,2.28,15,3,1900.0,1670.0,4990.0,4070.0
4048,꽃선물,여가/생활편의,930.0,5890.0,8.4,157.8,0.94,2.86,15,3,3910.0,2920.0,9640.0,6730.0
4049,FLOWER,여가/생활편의,1890.0,7560.0,0.8,2.9,0.05,0.05,15,3,1180.0,630.0,1220.0,650.0
4050,여자친구선물,여가/생활편의,1890.0,9310.0,5.5,34.7,0.3,0.4,15,3,8580.0,3790.0,9160.0,4180.0
4051,빼빼로데이,여가/생활편의,66800.0,409900.0,83.5,1958.0,0.13,0.49,15,3,1400.0,990.0,950.0,870.0
4052,하바리움,여가/생활편의,2020.0,8060.0,6.0,44.2,0.31,0.59,15,3,1830.0,900.0,1280.0,1000.0
4053,화살나무,여가/생활편의,1860.0,23200.0,8.6,182.1,0.48,0.84,15,3,1290.0,500.0,1510.0,760.0
4054,작약,여가/생활편의,3890.0,25100.0,8.3,86.5,0.22,0.37,15,3,1340.0,1180.0,2300.0,1690.0
4055,빼빼로데이선물,여가/생활편의,22700.0,124700.0,82.5,1506.3,0.37,1.22,15,3,1220.0,1000.0,1300.0,1080.0
4056,갈대,여가/생활편의,4310.0,29400.0,3.9,3.3,0.1,0.02,15,3,970.0,670.0,880.0,730.0
4057,돈꽃다발,여가/생활편의,1230.0,9300.0,12.1,293.8,1.01,3.36,15,3,2350.0,1690.0,5150.0,3890.0
4058,프러포즈,여가/생활편의,1230.0,5920.0,5.9,79.0,0.5,1.43,15,3,2080.0,1740.0,2440.0,2270.0
4059,빼빼로데이꽃,여가/생활편의,1010.0,5880.0,6.4,123.3,0.64,2.12,15,3,2770.0,2320.0,3180.0,2510.0
4060,문화상품권,여가/생활편의,39900.0,87700.0,63.4,1017.7,0.17,1.26,15,3,3820.0,2930.0,13520.0,7620.0
4061,신세계상품권,여가/생활편의,13800.0,95300.0,94.2,1242.6,0.7,1.41,15,3,7010.0,2410.0,28190.0,16460.0
4062,기프티콘,여가/생활편의,14500.0,49900.0,125.9,429.4,0.89,0.94,15,3,19000.0,4020.0,58260.0,52940.0
4063,모바일문화상품권,여가/생활편의,1310.0,5170.0,6.1,70.0,0.49,1.46,15,3,5280.0,4880.0,15880.0,13330.0
4064,상품권구매,여가/생활편의,930.0,2810.0,15.8,99.1,1.74,3.76,15,3,1710.0,1450.0,15190.0,10330.0
4065,문화상품권구매,여가/생활편의,2410.0,9190.0,29.9,334.4,1.31,3.9,15,3,3400.0,2520.0,16310.0,5230.0
4066,컬쳐캐쉬,여가/생활편의,1710.0,4780.0,1.5,23.7,0.1,0.54,15,3,1660.0,1430.0,1920.0,1410.0
4067,문상,여가/생활편의,3660.0,17400.0,5.1,83.8,0.15,0.52,15,3,1920.0,1730.0,2310.0,1820.0
